Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Google acquired Episodic in 2010,Episodic,Google,2010,2/04/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/caa11052cf11b569575208e820ac4a6a,Google Acquires Online Video Hosting Platform Episodic | TechCrunch,http://techcrunch.com/2010/04/02/google-acquires-online-video-hosting-platform-episodic/
Google acquired FeedBurner in 2007,FeedBurner,Google,2007,1/06/2007,"$100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/831becd6e913b9f5ac092bff915f9453,$100 Million Payday For Feedburner – This Deal Is Confirmed | TechCrunch,http://techcrunch.com/2007/05/23/100-million-payday-for-feedburner-this-deal-is-confirmed/
Google acquired fflick in 2011,fflick,Google,2011,25/01/2011,"$10,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c9a098f58a5ead9d0ce31cfb21101f24,Google To Acquire fflick For $10 Million | TechCrunch,http://techcrunch.com/2011/01/25/google-to-acquire-fflick-for-10-million/
Google acquired FlexyCore in 2013,FlexyCore,Google,2013,20/10/2013,"$23,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3d7751b81f9b89f18398b031d605e819,Google Acquires Android Performance Startup FlexyCore For A Reported $23 Million | TechCrunch,http://techcrunch.com/2013/10/22/google-flexycore/
Google acquired Flutter in 2013,Flutter,Google,2013,2/10/2013,"$40,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b5fca7f5c404d24fe685e9468d777bb5,Google Acquires YC-Backed Flutter A Gesture Recognition Technology Startup For Around $40M | TechCrunch,http://techcrunch.com/2013/10/02/google-acquires-yc-backed-flutter-a-gesture-recognition-technology-startup/
Google acquired Freebase in 2010,Freebase,Google,2010,16/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c2e782078251f537e482070883f151ce,Google acquired Freebase,http://blog.freebase.com/2010/07/16/metaweb-joins-google/
Google acquired Fridge in 2011,Fridge,Google,2011,21/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5b855afb1f96ff4b37846b69a206dad8,Google acquired Fridge,http://www.businessinsider.com/google-makes-its-first-aquisition-and-buys-social-group-startup-fridge-2011-7
Google acquired Frommer's in 2012,Frommer's,Google,2012,13/08/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0a3891d47a4c7cb3c7bdf190973e5da0,Google Acquiring Frommer’s Travel Brand: Zagat Integration Google+ Improvements To Follow | TechCrunch,http://techcrunch.com/2012/08/13/google-acquiring-frommers-travel-brand-more-google-improvements-likely-to-follow/
Google acquired Gecko Design in 2014,Gecko Design,Google,2014,22/08/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/3882f61b4b1ae11d3056dda575d05837,Google Acquires Gecko- Which Did Mechanical Design For The Original FitBit | TechCrunch,http://techcrunch.com/2014/08/22/google-acquires-gecko-design/
Google acquired Genius Labs in 2003,Genius Labs,Google,2003,10/10/2003,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/0cc04a5445350f19c1f6e87c9093ba5b,,
Google acquired Gizmo5 in 2009,Gizmo5,Google,2009,9/11/2009,"$30,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e4aab113c2eb7dd08c853bcc9216c476,Exclusive: Google Has Acquired Gizmo5 | TechCrunch,http://techcrunch.com/2009/11/09/exclusive-google-has-acquired-gizmo5/
Google acquired Global IP Solutions in 2010,Global IP Solutions,Google,2010,18/05/2010,"$68,200,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/88e89eb720b964cb0c45c7e881bed330,Google To Buy Global IP Solutions For $68.2 Million In Cash | TechCrunch,http://techcrunch.com/2010/05/18/google-to-buy-global-ip-solutions-for-68-2-million-in-cash/
Google acquired GrandCentral in 2007,GrandCentral,Google,2007,1/07/2007,"$60,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/419cabe14d715f643e9bc9d0fb445cca,Deal is Confirmed: Google Acquired GrandCentral | TechCrunch,http://techcrunch.com/2007/07/02/deal-is-confirmed-google-acquired-grandcentral/
Google acquired Green Throttle Games in 2014,Green Throttle Games,Google,2014,12/03/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/de5e734cca22082f151d5f3053c16c96,Google acquires Green Throttle Games,http://www.gamesindustry.biz/articles/2014-03-12-google-acquires-green-throttle-games-labour-and-parts
Google acquired GreenBorder in 2007,GreenBorder,Google,2007,29/05/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/bafd5ba66cc27ca7d3ae8900f59332d2,Google buys into security acquires GreenBorder,http://www.infoworld.com/d/security-central/google-buys-security-acquires-greenborder-379
Google acquired Ignite Logic in 2004,Ignite Logic,Google,2004,10/05/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bd6124b4c1106e5f7b59dce0d1246c98,Google Quietly Acquires Ignite Logic,http://www.webpronews.com/google-quietly-acquires-ignite-logic-2004-05
Google acquired Image America in 2007,Image America,Google,2007,20/07/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/b95b6465f200b5cbb6217f1cffcd6b49,Google Acquires ImageAmerica | TechCrunch,http://techcrunch.com/2007/07/21/google-acquires-imageamerica/
Google acquired Impermium in 2014,Impermium,Google,2014,16/01/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/26aa7ff82cf8c409172154ab73361968,Google buys security startup Impermium | ZDNet,http://www.zdnet.com/google-buys-security-startup-impermium-7000025231/
Google acquired Incentive Targeting in 2012,Incentive Targeting,Google,2012,28/11/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/08cb741853398989d4335f9d14364183,Confirmed: Google Acquires Incentive Targeting To Power Super Targeted Personalized Coupon Programs | TechCrunch,http://techcrunch.com/2012/11/28/google-acquires-incentive-targeting-to-power-targeted-coupon-programs/
Google acquired Instantiations in 2010,Instantiations,Google,2010,4/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8d4c798fac0818df52273d3585071147,Google Buys Java/Ajax Tool-Maker Instantiations | TechCrunch,http://techcrunch.com/2010/08/04/google-instantiations/
Google acquired Invite Media in 2010,Invite Media,Google,2010,2/06/2010,"$80,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/33ac318fda4483941b5e83769827bde1,Google’s Final Price Tag for Invite Media: $81 Million,http://allthingsd.com/20100609/googles-final-price-tag-for-invite-media-81-million/
Google acquired ITA Software in 2011,ITA Software,Google,2011,13/04/2011,"$700,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/82da9a9afb9794229a29dfcc38b705c7,After Agreeing To DOJ Settlement Google Closes $700M Acquisition Of ITA Software | TechCrunch,http://techcrunch.com/2011/04/13/after-agreeing-to-doj-settlement-google-closes-700m-acquisition-of-ita-software/
Google acquired Jaiku in 2007,Jaiku,Google,2007,9/10/2007,"$12,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/df5e1ffabfdbc21f6555320e03f8cea0,Google buys Jaiku Twitter losing ground,http://venturebeat.com/2007/10/09/google-takes-jaiku-to-the-altar/
Google acquired Jambool in 2010,Jambool,Google,2010,9/08/2010,"$70,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6be57e65d7ff3e5020ec3b07150c4792,Another Piece To Google's Social Puzzle: To Acquire Jambool For $70 Million | TechCrunch,http://techcrunch.com/2010/08/09/google-aquires-jambool-social-gold/
Google acquired Jetpac in 2014,Jetpac,Google,2014,15/08/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/a27be7ac71dfe52b178cd92d50760312,,
Google acquired JotSpot in 2006,JotSpot,Google,2006,31/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b4a850cfb4f8b11f137aeb4a90e1d7f8,Google Acquires Wiki Collaboration Company Jotspot | TechCrunch,http://techcrunch.com/2006/10/31/google-acquires-wiki-company-jotspot/
Google acquired JustSpotted in 2011,JustSpotted,Google,2011,20/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/74a441de367ddecd1263d30018a1b1ae,Google Hires JustSpotted/Scoopler Team To Work On Google+ | TechCrunch,http://techcrunch.com/2011/07/20/google-justspotted/
Google acquired Kaltix in 2003,Kaltix,Google,2003,30/09/2003,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/59c8cec6a1da2bfa33c30cd8f671be71,Google acquired Kaltix,http://findarticles.com/p/articles/mi_m0EIN/is_2003_Sept_30/ai_108316401
Google acquired Katango in 2011,Katango,Google,2011,10/11/2011,Undisclosed amount,Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/fe1258e3c9f36b4281e08181ebb30806,Google acquired Katango,http://www.privco.com/mergers-acquisitions/google-inc-acquires-katango-november-11th-2011
Google acquired Keyhole Inc. in 2004,Keyhole Inc.,Google,2004,27/10/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/674b40ddbf201a6cf34d20c76cafa4bd,Google Acquires Keyhole Corp News announcements News from Google Google,http://googlepress.blogspot.com/2004/10/google-acquires-keyhole-corp.html
Google acquired KikScore in 2012,KikScore,Google,2012,1/06/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eedd268e250dab0521f18c626061ca3c,Silicon Valley Wire: Mountain View-Based Google Acquires Trust-Score Service KikScoreNew Page 2,http://www.siliconvalleywire.com/svw/2012/06/mountain-view-based-google-acquires-trust-score-service-kikscore.html
Google acquired LabPixies in 2010,LabPixies,Google,2010,27/04/2010,"$25,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/98ae9af2318d064af65b07d59a012b54,Google Believed To Pay Up To $25 Million For LabPixies To Flood The Web With Apps | TechCrunch,http://techcrunch.com/2010/04/27/labpixies-google-25-million/
Google acquired Like.com in 2010,Like.com,Google,2010,20/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c35e7f0c34695571dd2e2e0de565f47b,Google acquired Like.com,http://techcrunch.com/2010/08/20/its-official-google-acquires-like-com/
Google acquired Lynx Design in 2014,Lynx Design,Google,2014,11/09/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/2465608e9bbe3207f363c3fcf79a7e81,Google buys anti-tremor spoon maker Lift Labs,http://www.pehub.com/2014/09/google-buys-anti-tremor-spoon-maker-lift-labs/?utm_source=twitterfeed&utm_medium=twitter
Google acquired Marratech in 2007,Marratech,Google,2007,20/04/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/9619576f7388d16b0ac3b3827e2ce8a6,"Google Acquires Marratech, Gets Into WebEx Territory | TechCrunch",http://techcrunch.com/2007/04/20/google-acquires-marratech-gets-into-webex-territory/
Google acquired mDialog in 2014,mDialog,Google,2014,19/06/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/65ef6864cb2b012880a21b3e1873056b,Google Acquires mDialog To Improve DoubleClick’s Video Advertising | TechCrunch,http://techcrunch.com/2014/06/19/google-acquires-mdialog/
Google acquired Measure Map in 2006,Measure Map,Google,2006,14/02/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cafdd8c1cc831d0987f0d08b2d42c8d5,Google Buys MeasureMap | TechCrunch,http://techcrunch.com/2006/02/14/google-buys-measuremap/
Google acquired Meebo in 2012,Meebo,Google,2012,4/06/2012,"$100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7c51af141c9ce62620b9e1a58b47ce2b,Confirmed: Google Is Buying Meebo The Startup That Turned Chat Into A Business [Updated] | TechCrunch,http://techcrunch.com/2012/06/04/confirmed-google-is-buying-meebo-the-startup-that-turned-chat-into-a-business/
Google acquired MentorWave Technologies in 2010,MentorWave Technologies,Google,2010,12/09/2010,"$12,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/76dd393253e24e65c2e424fe810c8104,Google acquired MentorWave Technologies,http://www.haaretz.com/print-edition/business/google-buying-second-israeli-startup-quiksee-1.313483
Google acquired Metaweb Technologies in 2010,Metaweb Technologies,Google,2010,16/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3a990281f5991eb415b9c2463063747c,Google Acquires Metaweb To Make Search Smarter | TechCrunch,http://techcrunch.com/2010/07/16/google-acquires-metaweb-to-make-search-smarter/
Google acquired Milk in 2012,Milk,Google,2012,16/03/2012,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/7d0f61fbfa4a05058e64acd3bffe7a16,Winning A Bidding War With Facebook Google Picks Up The Milk Product Team | TechCrunch,http://techcrunch.com/2012/03/15/winning-a-bidding-war-with-facebook-google-picks-up-the-entire-milk-team/?grcc=33333Z98
Google acquired modu in 2011,modu,Google,2011,20/05/2011,"$4,900,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/192d73ab61b2525173ae899d479c6cc2,Google Spends $4.9 Million On Modu Patent Portfolio | TechCrunch,http://techcrunch.com/2011/05/20/google-spends-4-9-million-on-modu-patent-portfolio/
Google acquired Motorola Mobility in 2012,Motorola Mobility,Google,2012,22/05/2012,"$12,500,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b675ec99f6f42cdd03e9742a527161d3,"Google Closes Acquisition Of Motorola: Woodside To Lead, Page Pushes Mobile Aspect | TechCrunch",http://techcrunch.com/2012/05/22/google-closes-acquisition-of-motorola-woodside-to-lead-page-focuses-on-mobile-announcing-deal/
Google acquired Neotonic Software in 2003,Neotonic Software,Google,2003,1/04/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eff8046e5e0198edcbb0b5ceb08dc063,List of mergers and acquisitions by Google - Wikipedia the free encyclopedia,http://en.wikipedia.org/wiki/List_of_Google_acquisitions
Google acquired Nest Labs in 2014,Nest Labs,Google,2014,13/01/2014,"$3,200,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/adb351aac687fffbc0ab2e2db77c0e67,"Google Is Buying Connected Device Company Nest For $3.2B In Cash | TechCrunch, Google closes $3.2 billion purchase of Nest - CNET, Google buying Nest Labs for $3.2 billion, Google to Acquire Nest","http://techcrunch.com/2014/01/13/google-just-bought-connected-device-company-nest-for-3-2b-in-cash/, http://www.cnet.com/news/google-closes-3-2-billion-purchase-of-nest/, http://fortune.com/2014/01/13/google-buying-nest-labs-for-3-2-billion/, http://investor.google.com/releases/2014/0113.html"
Google acquired Neven Vision in 2006,Neven Vision,Google,2006,15/08/2006,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/c2c7ab43348e09c42981a3839b99f09b,Google Acquires Neven Vision: Adding Object and Facial Recognition Mobile Technology - SEO by the Sea,http://www.seobythesea.com/2006/08/google-acquires-neven-vision-adding-object-and-facial-recognition-mobile-technology/
Google acquired Nik Software in 2012,Nik Software,Google,2012,17/09/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/97b0db258c34997bea92abc4ab3f581d,Google Acquires Nik Software The Company Behind The Popular Snapseed Photo Editing App For iOS | TechCrunch,http://techcrunch.com/2012/09/17/google-acquires-nik-software-the-company-behind-the-popular-snapseed-photo-editing-app-for-ios/
Google acquired Omnisio in 2008,Omnisio,Google,2008,30/07/2008,"$15,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6d302ceaa60ef0407eaf40a0cc6cd773,Google Acquires Omnisio To Spice Up YouTube | TechCrunch,http://techcrunch.com/2008/07/30/google-acquires-omnisio-to-spice-up-youtube/
Google acquired On2 Technologies in 2010,On2 Technologies,Google,2010,19/02/2010,"$130,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/bb81790a892545fe4856193f9fb6ec27,Google To Acquire Video Compression Developer On2 For $106.5 Million,http://www.washingtonpost.com/wp-dyn/content/article/2009/08/05/AR2009080501579.html
Google acquired Orion in 2006,Orion,Google,2006,9/04/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/70678b9f1da54d6317bf3cc707bfd66f,Google Acquires Orion Search Algorithm | News | TechNewsWorld,http://www.technewsworld.com/story/49851.html
Google acquired Outride in 2001,Outride,Google,2001,20/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7877de41f4a93810775faef95bf9a07e,Google acquired Outride,http://findarticles.com/p/articles/mi_m0EIN/is_2001_Sept_20/ai_78429980
Google acquired Panoramio in 2007,Panoramio,Google,2007,1/05/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0edd8458e61ecb1a74acf310b74b312e,Google to Buy Geo-Tagging Site Panoramio,http://gigaom.com/2007/05/31/google-to-buy-geo-tagging-site-panoramio/
Google acquired PeakStream in 2007,PeakStream,Google,2007,5/06/2007,"$20,300,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/7b0f306d0103c702c2c8f4fdb01f8ec5,"Proxy Watch: Google: $1 Million Stake In Comsenz, $20 Million For Peakstream, Salaries, Human Rights - washingtonpost.com",http://www.washingtonpost.com/wp-dyn/content/article/2008/03/25/AR2008032502201.html
Google acquired Phatbits in 2005,Phatbits,Google,2005,27/12/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5558930007c627f9a5ed0c2a7f113881,Google acquired Phatbits,http://digg.com/software/Google_acquires_Widget_Engine
